year,gender,inbreeding1,inbreeding2,inbreeding3,inbreeding4,inbreeding5,country_w,w_ranking,w_subject2,ranking_category,branking,dranking,continent_b,continent_d,continent_w,first_work_pre_avg_publications,first_work_pre_avg_jif,work_bachelor_year,country_b,country_d,bsubject2,dsubject2,work_to_2022,start_year_facawork_oid_sum_afterwork,start_year_facawork_oid_jifsum_afterwork,first_work_pre_avg_publications_afterwork,first_work_pre_avg_jif_afterwork,gender_inbreeding1,gender_inbreeding2,gender_inbreeding3,gender_inbreeding4
2018,0,0,0,0,0,1,US,NA,7,>2000,10,10,North America,North America,North America,0.25,0.5,4,US,US,4,6,4,9,87.9,2.25,21.975,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,1,0,0,0,0,1,PT,NA,7,>2000,487,487,Europe,Europe,Europe,3.055555556,41.91111111,18,PT,PT,6,6,15,99,447.5,6.6,29.83333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,0,0,0,0,0,1,US,57,4,0-500,7,9,North America,North America,North America,1,12.31111111,9,US,US,4,4,4,5,37,1.25,9.25,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,GB,8,6,0-500,653,54,North America,North America,Europe,1.076923077,4.269230769,13,CA,CA,3,3,8,29,92.6,3.625,11.575,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,1,0,0,1,1,0,CN,100,8,0-500,196,100,Asia,Asia,Asia,0.076923077,0,13,CN,CN,6,8,9,24,79.4,2.666666667,8.822222222,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2006,1,0,0,0,0,1,US,2001,6,>2000,2001,32,North America,North America,North America,0,0,9,US,US,5,5,16,8,67.8,0.5,4.2375,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,1,0,0,0,0,1,US,463,9,0-500,593,156,North America,North America,North America,0.222222222,0,9,US,US,9,9,13,41,20.2,3.153846154,1.553846154,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2007,0,0,0,0,0,1,UY,NA,4,>2000,1288,100,Latin America,Europe,Latin America,0,0,43,PR,GB,3,3,15,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2000,1,0,0,0,0,1,US,920,7,500-1000,2001,2001,North America,North America,North America,0,0,11,US,US,6,6,22,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,0,0,1,0,1,0,AL,2001,3,>2000,2001,125,Europe,Europe,Europe,0,0,13,AL,IT,3,3,13,4,0,0.307692308,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2015,0,0,0,0,0,1,HR,1631,4,1500-2000,517,517,Europe,Europe,Europe,0.2,0.74,40,HR,HR,4,4,7,14,43.2,2,6.171428571,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1997,1,0,0,0,0,1,CN,269,4,0-500,NA,304,Asia,Asia,Asia,0,0,7,CN,CN,4,4,25,19,25.5,0.76,1.02,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2010,0,0,0,0,0,1,IN,NA,2,>2000,1514,1514,Asia,Asia,Asia,0,0,13,IN,IN,4,7,12,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,CA,NA,8,>2000,18,18,North America,North America,North America,0.75,2.975,20,CA,CA,7,7,5,13,20.1,2.6,4.02,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2000,0,0,0,0,0,1,US,160,7,0-500,256,NA,Asia,Asia,North America,0,0,16,CN,CN,8,6,22,36,408.4,1.636363636,18.56363636,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2000,0,0,0,0,0,1,US,1399,5,1000-1500,84,84,North America,North America,North America,0,0,21,US,US,8,5,22,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2004,0,0,0,0,0,1,US,2001,11,>2000,54,54,North America,North America,North America,0,0,37,CA,CA,8,4,18,6,7.4,0.333333333,0.411111111,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2009,0,0,0,0,0,1,US,1,4,0-500,875,148,North America,North America,North America,0.6,2.83,10,US,US,5,4,13,18,101.9,1.384615385,7.838461538,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,0,0,0,0,0,1,GB,89,7,0-500,231,145,Europe,Europe,Europe,0.142857143,0,7,GB,GB,7,7,20,70,112.8,3.5,5.64,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2004,0,0,0,0,0,1,IN,844,6,500-1000,NA,2001,Asia,Asia,Asia,0,0,22,IN,IN,1,4,18,9,1.2,0.5,0.066666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,1,0,0,0,0,1,SA,2001,7,>2000,NA,2001,Asia,Asia,Asia,0.307692308,0.476923077,13,IN,IN,7,7,12,37,63.6,3.083333333,5.3,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2001,1,0,0,0,0,1,PT,NA,6,>2000,429,429,Europe,Europe,Europe,0,0,6,PT,PT,7,7,21,4,25,0.19047619,1.19047619,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,DE,NA,7,>2000,93,226,Asia,Europe,Europe,0,0,13,CN,DE,4,7,6,5,25.3,0.833333333,4.216666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,0,0,0,1,1,0,IR,625,8,500-1000,NA,625,Asia,Asia,Asia,1.5,4.35,4,IR,IR,8,8,2,3,11.7,1.5,5.85,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2020,0,0,0,0,0,1,PK,2001,6,>2000,1254,196,Asia,Asia,Asia,1.533333333,3.562,15,PK,CN,6,6,2,10,21.9,5,10.95,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,1,0,0,0,0,1,IN,452,4,0-500,2001,826,Asia,Asia,Asia,0.588235294,1.905882353,17,IN,IN,1,4,1,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,US,98,4,0-500,95,55,Asia,Asia,North America,1.666666667,50.06666667,9,HK,HK,5,7,6,14,151.8,2.333333333,25.3,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,1,0,0,0,0,1,US,16,7,0-500,35,21,North America,North America,North America,0.285714286,0.685714286,14,CA,US,4,4,6,2,121.7,0.333333333,20.28333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,1,0,0,0,0,1,US,432,3,0-500,156,463,North America,North America,North America,0.2,0.413333333,15,US,US,4,3,10,3,9.5,0.3,0.95,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,0,0,0,1,TR,547,6,500-1000,684,684,Asia,Asia,Asia,1.545454545,3.290909091,11,TR,TR,4,4,6,8,28.87,1.333333333,4.811666667,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,0,0,0,0,0,1,SG,30,8,0-500,109,30,Asia,Asia,Asia,0.333333333,0.7,9,CN,SG,5,8,16,27,83.8,1.6875,5.2375,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1982,0,0,0,0,0,1,EG,807,6,500-1000,661,661,Africa,Africa,Africa,0.0625,0,16,EG,EG,8,8,40,34,22.7,0.85,0.5675,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,0,0,0,1,US,540,6,500-1000,394,394,North America,North America,North America,0.235294118,1.352941176,17,US,US,4,4,1,1,9.7,1,9.7,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,1,0,0,0,0,1,IT,196,4,0-500,219,219,Europe,Europe,Europe,0,0,6,IT,IT,8,8,15,7,29.7,0.466666667,1.98,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,0,0,0,0,0,1,ID,1369,5,1000-1500,1405,140,Asia,Asia,Asia,0,0,12,ID,JP,5,11,11,5,2,0.454545455,0.181818182,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1999,1,0,0,1,1,0,ES,337,6,0-500,337,1190,Europe,Europe,Europe,0,0,4,ES,ES,6,6,23,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2019,1,0,0,1,1,0,US,15,7,0-500,2001,2001,North America,North America,North America,0,0,23,US,US,7,7,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2010,1,1,1,1,1,0,GB,140,7,0-500,140,140,Europe,Europe,Europe,0.375,0.175,8,GB,GB,7,4,12,74,323.8,6.166666667,26.98333333,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2012,1,0,0,0,0,1,KW,1147,5,1000-1500,108,759,North America,North America,Asia,0,0,9,US,US,6,7,10,33,84.7,3.3,8.47,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,0,0,0,0,0,1,SE,366,4,0-500,93,93,Asia,Asia,Europe,1.111111111,9.1,9,CN,CN,7,7,8,17,91,2.125,11.375,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,1,1,1,1,0,IN,2001,4,>2000,2001,2001,Asia,Asia,Asia,0.571428571,0,7,IN,IN,4,4,5,15,4.5,3,0.9,Female Inbred,Female Inbred,Female Inbred,Female Inbred
1990,0,0,0,0,0,1,VE,1095,6,1000-1500,NA,231,Latin America,Europe,Latin America,NA,NA,.,VE,ES,6,6,32,18,11.3,0.5625,0.353125,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,0,0,0,0,0,1,VN,NA,7,>2000,889,160,Asia,Oceania,Asia,0,0,4,VN,AU,7,7,19,27,59.81,1.421052632,3.147894737,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1985,0,0,0,0,0,1,GB,194,7,0-500,134,8,Europe,Europe,Europe,0,0,4,GB,GB,4,4,37,74,249.43,2,6.741351351,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,0,0,1,CZ,2001,8,>2000,2001,547,Asia,Asia,Europe,0.5,2.308333333,12,MY,MY,8,8,3,6,36.1,2,12.03333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,0,1,1,1,1,0,PT,1281,1,1000-1500,1281,1281,Europe,Europe,Europe,0.684210526,0.426315789,19,PT,PT,4,4,16,79,234.41,4.9375,14.650625,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2012,0,0,0,0,0,1,GB,1049,6,1000-1500,330,330,Europe,Europe,Europe,0,0,8,GB,GB,1,1,10,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,1,1,1,1,0,AU,273,4,0-500,273,273,Oceania,Oceania,Oceania,0,0,2,AU,AU,4,4,5,2,0,0.4,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2002,0,0,1,0,1,0,PH,2001,8,>2000,2001,1338,Asia,Asia,Asia,0,0,11,PH,PH,8,8,20,0,0,0,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2017,1,0,0,1,1,0,US,269,7,0-500,116,269,Asia,North America,North America,0.555555556,8.33,9,CN,US,7,7,5,4,25.9,0.8,5.18,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
1995,1,0,0,0,0,1,US,1376,4,1000-1500,256,84,Asia,North America,North America,0.294117647,0,17,CN,US,4,4,27,47,0,1.740740741,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2008,1,0,1,0,1,0,US,19,7,0-500,19,25,North America,North America,North America,0,0,19,US,US,7,7,14,4,5.1,0.285714286,0.364285714,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2008,1,0,0,0,0,1,US,2001,6,>2000,624,93,North America,Europe,North America,0.076923077,0.446153846,13,US,GB,4,4,14,4,18.3,0.285714286,1.307142857,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,0,0,0,0,1,US,576,1,500-1000,43,679,North America,North America,North America,0.125,0,16,US,US,1,1,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,1,0,0,0,0,1,US,309,1,0-500,27,27,Oceania,Oceania,North America,0.675675676,0.394594595,37,AU,AU,6,1,7,10,19.02,1.428571429,2.717142857,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,1,0,0,0,0,1,US,19,7,0-500,618,116,North America,North America,North America,0,0,5,US,US,1,7,5,2,0,0.4,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,CZ,NA,4,>2000,695,136,Latin America,North America,Europe,1.285714286,6.657142857,14,VE,CA,4,4,6,15,80,2.5,13.33333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,0,0,1,0,1,0,PE,940,4,500-1000,940,852,Latin America,Europe,Latin America,0.045454545,0,22,PE,ES,4,6,19,18,0.6,0.947368421,0.031578947,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2004,0,0,0,0,0,1,US,NA,4,>2000,NA,108,Europe,North America,North America,NA,NA,.,DE,US,4,4,18,140,812.9,7.777777778,45.16111111,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,0,0,0,0,1,US,NA,6,>2000,1514,86,Asia,Europe,North America,0.272727273,1.954545455,11,IN,ES,4,7,3,1,29.4,0.333333333,9.8,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,CH,109,4,0-500,NA,NA,Europe,Europe,Europe,0.444444444,0.988888889,9,FR,FR,6,4,4,7,24.5,1.75,6.125,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,0,0,1,BR,NA,7,>2000,1844,1735,Latin America,Latin America,Latin America,0.363636364,1.618181818,11,BR,BR,4,7,3,9,46.2,3,15.4,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,1,0,0,0,0,1,GB,2001,7,>2000,2001,2001,Europe,Europe,Europe,0,0,4,GB,GB,6,6,16,44,140.3,2.75,8.76875,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2010,0,0,0,0,0,1,TW,1885,8,1500-2000,203,203,Asia,Asia,Asia,0,0,10,TW,TW,8,8,12,12,10.4,1,0.866666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1992,0,0,0,0,0,1,ID,1653,3,1500-2000,NA,560,Asia,Asia,Asia,0,0,6,ID,ID,3,3,30,25,0,0.833333333,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,1,0,0,0,0,1,US,31,8,0-500,679,31,North America,North America,North America,0.1,0,10,US,US,8,8,7,2,7.8,0.285714286,1.114285714,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,0,0,1,1,0,GB,277,4,0-500,NA,277,Asia,Europe,Europe,0,0,8,CN,GB,6,4,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2022,1,0,0,1,1,0,IN,605,8,500-1000,1376,605,Asia,Asia,Asia,0,0,20,IN,IN,4,4,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2010,0,0,0,0,0,1,BR,NA,1,>2000,2001,2001,Latin America,Latin America,Latin America,0,0,6,BR,BR,6,6,12,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,0,0,1,CN,901,8,500-1000,901,901,Asia,Asia,Asia,0.111111111,0.433333333,9,CN,CN,4,8,3,9,22.2,3,7.4,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2010,0,0,0,0,0,1,ID,1104,9,1000-1500,1393,1393,Asia,Asia,Asia,NA,NA,.,ID,ID,9,9,12,18,0,1.5,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,0,0,0,1,KR,282,4,0-500,NA,879,Asia,Asia,Asia,0.923076923,2.953846154,13,IN,IN,4,4,6,6,49.5,1,8.25,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2009,0,0,1,0,1,0,SD,NA,8,>2000,NA,140,Africa,Asia,Africa,0,0,11,SD,JP,8,7,13,1,5.7,0.076923077,0.438461538,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2011,1,0,0,0,0,1,NL,400,4,0-500,507,400,Europe,Europe,Europe,1.6,12.3,10,PT,NL,8,4,11,40,338.6,3.636363636,30.78181818,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,0,0,0,0,1,CN,256,5,0-500,209,209,Asia,Asia,Asia,0,0,12,CN,CN,5,5,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,0,0,0,0,0,1,MW,2001,4,>2000,1376,265,Africa,North America,Africa,0,0,4,MW,US,4,6,13,7,16.1,0.538461538,1.238461538,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,IN,NA,8,>2000,NA,896,Asia,Asia,Asia,0,0,6,IN,IN,8,8,4,13,63.7,3.25,15.925,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,0,0,0,0,1,ZM,NA,6,>2000,NA,244,Africa,Africa,Africa,0,0,4,ZM,ZA,6,6,15,1,0,0.066666667,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,0,0,1,CN,93,7,0-500,209,26,Asia,Asia,Asia,0,0,17,CN,SG,7,7,10,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,0,0,0,0,1,TR,NA,8,>2000,1198,1151,Asia,Asia,Asia,0,0,12,TR,TR,8,8,9,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,1,0,0,0,0,1,FR,NA,4,>2000,185,185,Europe,Europe,Europe,0.181818182,0.781818182,11,IT,IT,8,4,1,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1979,0,0,0,0,0,1,GB,5,4,0-500,89,8,Europe,Europe,Europe,0,0,7,GB,GB,4,4,43,14,89.3,0.325581395,2.076744186,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,1,0,0,0,0,1,TR,NA,8,>2000,NA,NA,Asia,Asia,Asia,0,0,11,TR,TR,8,8,14,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2002,0,0,0,0,0,1,FR,NA,7,>2000,NA,1615,Europe,Europe,Europe,NA,NA,.,FR,FR,6,4,20,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1995,0,0,0,0,0,1,ES,866,1,500-1000,770,2001,Europe,Europe,Europe,0,0,11,ES,ES,4,4,27,1,0,0.037037037,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,1,0,0,1,1,0,ES,385,3,0-500,2001,385,Latin America,Europe,Europe,0.153846154,0,13,BR,ES,6,7,8,1,0,0.125,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2019,0,0,0,0,0,1,IT,NA,4,>2000,250,NA,Europe,Europe,Europe,1.4,6.973333333,15,IT,IT,6,6,3,11,61.4,3.666666667,20.46666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,1,1,0,US,118,8,0-500,679,118,Asia,North America,North America,0.8,3.19,10,TR,US,8,8,5,1,4.1,0.2,0.82,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2019,0,0,0,0,0,1,BR,NA,7,>2000,1431,1017,Latin America,Latin America,Latin America,0.210526316,0,19,BR,BR,7,1,3,3,0,1,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2005,0,0,1,0,1,0,CO,1422,8,1000-1500,1422,98,Latin America,North America,Latin America,0.066666667,0.18,15,CO,US,8,4,17,29,17.6,1.705882353,1.035294118,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2005,0,0,0,0,0,1,US,1653,4,1500-2000,4,119,North America,North America,North America,0,0,28,US,US,7,4,17,2,7,0.117647059,0.411764706,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,US,NA,7,>2000,497,618,Latin America,Latin America,North America,0,0,11,BR,BR,7,9,5,8,37.7,1.6,7.54,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1988,0,0,0,0,0,1,US,2001,3,>2000,105,6,North America,North America,North America,0.307692308,2.369230769,13,US,US,3,3,34,56,74,1.647058824,2.176470588,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,1,0,1,0,1,0,AR,1542,8,1500-2000,1542,NA,Latin America,Latin America,Latin America,0.3,0,10,AR,AR,4,6,7,4,0,0.571428571,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2001,1,0,0,0,0,1,GB,63,4,0-500,145,63,Europe,Europe,Europe,0.142857143,1.4,7,GB,GB,4,4,21,30,118,1.428571429,5.619047619,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,1,1,0,MX,1425,4,1000-1500,1425,561,Latin America,Europe,Latin America,0.384615385,0.430769231,13,MX,IT,4,8,6,32,164.1,5.333333333,27.35,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2017,1,0,0,0,0,1,US,2001,11,>2000,2001,346,North America,North America,North America,0.25,0,12,US,US,6,6,5,2,0,0.4,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,IN,2001,4,>2000,2001,1506,Asia,Asia,Asia,0.103448276,0.375862069,29,IN,IN,5,4,6,3,3.2,0.5,0.533333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,0,0,0,0,1,US,409,3,0-500,1570,18,North America,North America,North America,0,0,12,CA,CA,3,3,15,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2006,0,0,0,1,1,0,IN,1088,4,1000-1500,2001,717,Asia,Asia,Asia,0,0,6,IN,IN,4,7,16,6,71.1,0.375,4.44375,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2012,0,0,0,0,0,1,DZ,NA,3,>2000,NA,NA,Africa,Africa,Africa,0,0,6,DZ,DZ,3,3,10,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,0,0,1,IE,236,6,0-500,363,385,Europe,Europe,Europe,0.8,3.38,10,GR,ES,6,6,7,3,18,0.428571429,2.571428571,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,BR,NA,6,>2000,413,NA,Latin America,Latin America,Latin America,0.333333333,1.833333333,12,BR,BR,4,4,4,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,1,1,1,1,0,CL,1208,7,1000-1500,1208,1208,Latin America,Latin America,Latin America,0,0,6,CL,CL,7,7,11,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2002,0,0,1,0,1,0,BR,175,6,0-500,120,294,Latin America,Latin America,Latin America,0.181818182,0.727272727,11,BR,BR,6,6,20,46,107.4,2.3,5.37,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2011,1,0,0,0,0,1,BR,432,1,0-500,583,2001,Latin America,Latin America,Latin America,0.125,0,16,BR,BR,6,6,11,20,0,1.818181818,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1983,1,0,0,0,0,1,US,309,7,0-500,1621,309,North America,North America,North America,0,0,9,US,US,7,7,39,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,0,0,0,0,1,IN,NA,4,>2000,NA,2001,Asia,Asia,Asia,0.3,0,10,IN,IN,4,4,3,35,64.1,11.66666667,21.36666667,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,0,0,0,0,0,1,US,78,8,0-500,67,19,North America,North America,North America,0,0,4,US,US,6,6,5,1,4.8,0.2,0.96,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,0,0,0,0,0,1,IN,NA,6,>2000,759,413,Asia,Europe,Asia,0,0,5,IN,FR,6,6,14,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1992,0,0,1,0,1,0,KR,129,8,0-500,129,148,Asia,North America,Asia,0,0,13,KR,US,8,8,30,213,613.8,7.1,20.46,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2020,1,0,0,0,0,1,GR,860,8,500-1000,1158,363,Europe,Europe,Europe,0.045454545,0.236363636,22,GR,GR,6,8,2,5,31.9,2.5,15.95,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2004,0,0,0,0,0,1,TW,1,3,0-500,907,324,Asia,North America,Asia,0.125,0.3875,8,TW,US,7,7,18,10,93.4,0.555555556,5.188888889,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,0,0,0,0,0,1,BR,583,7,500-1000,120,120,Latin America,Latin America,Latin America,0,0,15,BR,BR,6,4,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,AT,416,5,0-500,NA,280,Asia,Europe,Europe,0,0,9,IN,GB,5,5,5,5,7.5,1,1.5,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,1,0,0,0,0,1,TR,1567,8,1500-2000,NA,NA,Asia,Europe,Asia,0,0,13,TR,FR,8,8,19,9,59.8,0.473684211,3.147368421,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1981,1,0,0,0,0,1,BR,NA,4,>2000,120,NA,Latin America,Latin America,Latin America,0,0,5,BR,BR,6,6,41,2,0,0.048780488,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,1,1,0,AT,206,3,0-500,625,206,Asia,Europe,Europe,0,0,12,IR,AT,8,7,6,20,112,3.333333333,18.66666667,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2005,0,0,0,0,0,1,GB,261,1,0-500,NA,953,Europe,Europe,Europe,0,0,8,HU,GB,1,1,17,4,1.9,0.235294118,0.111764706,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
