year,gender,inbreeding1,inbreeding2,inbreeding3,inbreeding4,inbreeding5,country_w,w_ranking,w_subject2,ranking_category,branking,dranking,continent_b,continent_d,continent_w,first_work_pre_avg_publications,first_work_pre_avg_jif,work_bachelor_year,country_b,country_d,bsubject2,dsubject2,work_to_2022,start_year_facawork_oid_sum_afterwork,start_year_facawork_oid_jifsum_afterwork,first_work_pre_avg_publications_afterwork,first_work_pre_avg_jif_afterwork,gender_inbreeding1,gender_inbreeding2,gender_inbreeding3,gender_inbreeding4
2010,0,0,0,0,0,1,AU,NA,6,>2000,27,27,Oceania,Oceania,Oceania,0,0,8,AU,AU,4,4,12,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,1,1,0,US,74,6,0-500,2001,409,North America,North America,North America,0.222222222,0.577777778,9,US,US,6,6,10,15,38.2,1.5,3.82,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2018,0,0,0,0,0,1,US,1,3,0-500,510,3,North America,North America,North America,0.666666667,0,3,US,US,6,3,4,3,24.1,0.75,6.025,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,1,0,0,0,0,1,US,4,6,0-500,19,510,North America,North America,North America,0.105263158,0.236842105,19,US,US,4,6,2,3,4.5,1.5,2.25,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2021,1,0,0,0,0,1,CN,39,4,0-500,109,109,Asia,Asia,Asia,0.5,2.44,10,CN,CN,4,6,1,2,10,2,10,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2010,0,0,1,0,1,0,PS,1216,6,1000-1500,1216,152,Asia,Europe,Asia,0,0,13,PS,GB,6,6,12,1,0.9,0.083333333,0.075,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2005,1,0,0,0,0,1,CN,1609,4,1500-2000,342,342,Asia,Asia,Asia,0,0,7,CN,CN,8,8,17,27,205.1,1.588235294,12.06470588,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2007,0,1,1,1,1,0,JP,178,6,0-500,140,140,Asia,Asia,Asia,0.777777778,0,9,JP,JP,1,1,15,108,4.1,7.2,0.273333333,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2017,1,0,0,0,0,1,BR,NA,6,>2000,497,497,Latin America,Latin America,Latin America,0,0,7,BR,BR,6,6,5,2,0,0.4,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2022,0,0,0,0,0,1,KR,710,8,500-1000,263,134,Asia,Asia,Asia,0,0,15,KR,JP,8,8,0,0,0,NA,NA,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,0,1,1,0,AU,495,7,0-500,125,495,Africa,Oceania,Oceania,0,0,18,GH,AU,7,8,6,1,3.2,0.166666667,0.533333333,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2012,1,0,0,0,0,1,BR,NA,1,>2000,2001,2001,Latin America,Europe,Latin America,0,0,8,BR,FR,4,8,10,2,0.1,0.2,0.01,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2013,1,0,0,0,0,1,BD,2001,8,>2000,2001,163,Asia,Europe,Asia,0,0,5,BD,GB,8,8,9,31,78.2,3.444444444,8.688888889,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,1,0,0,1,1,0,IN,2001,8,>2000,NA,2001,Asia,Asia,Asia,0,0,5,IN,IN,8,8,13,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2003,1,0,0,0,0,1,US,2001,1,>2000,1393,1627,North America,North America,North America,0,0,10,US,US,1,11,19,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1993,1,0,0,0,0,1,BR,294,8,0-500,294,294,Latin America,Latin America,Latin America,0.055555556,0.411111111,18,BR,BR,4,4,29,11,43.5,0.379310345,1.5,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2002,0,0,0,0,0,1,US,253,4,0-500,81,18,Asia,North America,North America,4.066666667,44.42,15,JP,CA,4,4,20,175,1188.3,8.75,59.415,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,0,0,0,0,0,1,US,57,7,0-500,203,45,Asia,North America,North America,0,0,37,TW,US,5,5,14,18,17.7,1.285714286,1.264285714,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,1,0,0,0,0,1,CO,2001,3,>2000,917,917,Latin America,Latin America,Latin America,0,0,5,CO,CO,6,1,12,8,0,0.666666667,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1993,0,1,1,1,1,0,GB,1266,3,1000-1500,1266,1266,Europe,Europe,Europe,0,0,4,GB,GB,3,3,29,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2011,1,0,0,0,0,1,"Karnataka, IN",NA,8,>2000,NA,1835,Asia,Asia,.,0,0,6,IN,IN,7,8,11,6,0,0.545454545,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,0,0,0,0,0,1,US,NA,7,>2000,43,409,North America,North America,North America,0,0,6,US,US,8,7,2,1,3.3,0.5,1.65,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,0,0,0,0,0,1,FR,NA,7,>2000,171,36,Oceania,Oceania,Europe,0,0,17,AU,AU,6,4,4,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,0,0,0,0,1,US,269,7,0-500,16,405,North America,North America,North America,1.117647059,2.035294118,17,US,US,4,6,3,41,457.1,13.66666667,152.3666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,1,0,0,0,0,1,MX,1733,7,1500-2000,759,2001,Latin America,Latin America,Latin America,0,0,7,MX,MX,6,6,8,1,0,0.125,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1991,0,0,0,0,0,1,US,309,7,0-500,74,74,North America,North America,North America,0,0,13,US,US,6,6,31,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2000,0,1,1,1,1,0,CN,219,5,0-500,219,219,Asia,Asia,Asia,0,0,4,CN,CN,5,5,22,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2015,0,0,0,0,0,1,US,55,3,0-500,84,143,North America,North America,North America,0.470588235,1.905882353,17,US,US,6,3,7,4,18.8,0.571428571,2.685714286,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,0,0,0,0,1,CA,18,6,0-500,429,136,North America,North America,North America,0,0,15,CA,CA,6,6,11,2,9.1,0.181818182,0.827272727,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,1,1,1,1,1,0,BG,2001,7,>2000,2001,2001,Europe,Europe,Europe,0.1,0,10,BG,BG,6,6,8,11,28.2,1.375,3.525,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2018,1,0,0,0,0,1,DE,2,6,0-500,NA,NA,Europe,Europe,Europe,0.166666667,0.833333333,6,DE,DE,6,1,4,11,53.6,2.75,13.4,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,0,0,0,0,0,1,MY,1281,4,1000-1500,1361,145,Asia,Asia,Asia,1,4.783333333,12,IN,MY,8,4,5,8,39.7,1.6,7.94,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,0,0,0,0,1,US,NA,7,>2000,168,39,Asia,Asia,North America,0.222222222,2.088888889,9,CN,CN,8,4,3,2,20.3,0.666666667,6.766666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,1,1,1,1,1,0,PE,2001,7,>2000,2001,2001,Latin America,Latin America,Latin America,0,0,5,PE,PE,7,7,15,2,0,0.133333333,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2018,0,1,1,1,1,0,KR,1036,4,1000-1500,1036,1036,Asia,Asia,Asia,0.307692308,0.530769231,13,KR,KR,4,4,4,2,5,0.5,1.25,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2022,1,0,0,0,0,1,CN,1327,8,1000-1500,342,298,Asia,Asia,Asia,1.272727273,5.818181818,11,CN,CN,8,8,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2003,1,0,0,0,0,1,US,2001,5,>2000,2001,230,North America,North America,North America,0,0,9,US,US,6,5,19,1,0.7,0.052631579,0.036842105,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,0,0,0,0,0,1,JP,NA,4,>2000,NA,452,Asia,Asia,Asia,1.454545455,4.027272727,11,IN,IN,4,4,8,7,46,0.875,5.75,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,1,0,0,0,0,1,IT,2001,4,>2000,219,282,Europe,Europe,Europe,0.1,1.49,10,IT,IT,6,6,1,1,0,1,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,MY,992,8,500-1000,379,169,Asia,Europe,Asia,0,0,14,MY,NL,8,4,7,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,KR,NA,5,>2000,129,10,Asia,North America,Asia,0.0625,0,16,KR,US,8,4,5,4,5.2,0.8,1.04,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,0,0,0,1,SE,127,4,0-500,860,860,Europe,Europe,Europe,0.583333333,3.791666667,12,GR,GR,4,6,1,1,0,1,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,1,0,0,0,0,1,DK,42,7,0-500,44,309,Europe,North America,Europe,0,0,8,NL,US,6,7,2,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2013,1,0,0,1,1,0,CN,1113,4,1000-1500,123,1113,Asia,Asia,Asia,0,0,10,CN,CN,6,6,9,6,49.6,0.666666667,5.511111111,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2014,0,0,0,0,0,1,US,11,4,0-500,24,265,North America,North America,North America,0.363636364,1.272727273,11,US,US,4,8,8,1,0,0.125,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1999,0,0,0,0,0,1,BR,NA,4,>2000,1741,1741,Latin America,Latin America,Latin America,0,0,4,BR,BR,7,7,23,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,0,0,0,0,0,1,MY,1844,8,1500-2000,1494,36,Asia,Oceania,Asia,0.666666667,2.133333333,9,MY,AU,4,4,12,10,15.7,0.833333333,1.308333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,0,0,1,CN,901,11,500-1000,304,7,North America,North America,Asia,0.4,0,10,US,US,11,3,3,21,47.7,7,15.9,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,1,0,0,0,0,1,FR,186,7,0-500,2001,212,Europe,Europe,Europe,0.15,0.245,20,ES,ES,7,1,2,1,2.6,0.5,1.3,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,CL,1208,4,1000-1500,2001,86,Africa,Europe,Latin America,0.181818182,2.318181818,11,SN,ES,4,4,7,19,163.3,2.714285714,23.32857143,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,0,1,1,0,IT,297,6,0-500,653,297,Asia,Europe,Europe,0.454545455,1.809090909,11,CN,IT,6,6,1,2,7.2,2,7.2,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2013,0,0,0,0,0,1,GB,466,7,0-500,175,104,Europe,Europe,Europe,0,0,12,GB,GB,4,7,9,16,9.3,1.777777778,1.033333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,1,0,0,1,1,0,NZ,247,7,0-500,138,247,Europe,Oceania,Oceania,0.444444444,1.033333333,9,DE,NZ,6,7,1,1,4,1,4,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2005,0,0,0,0,0,1,GB,63,4,0-500,63,63,Europe,Europe,Europe,0.444444444,3.977777778,9,GB,GB,4,4,17,74,469.4,4.352941176,27.61176471,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,0,0,1,ES,2001,5,>2000,2001,2001,Europe,Europe,Europe,0,0,12,ES,ES,6,5,10,26,28.5,2.6,2.85,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1993,1,1,1,1,1,0,ES,570,6,500-1000,570,570,Europe,Europe,Europe,0,0,7,ES,ES,6,7,29,0,0,0,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2004,1,0,0,0,0,1,IN,NA,5,>2000,NA,NA,Asia,Asia,Asia,0,0,13,IN,IN,4,6,18,1,0,0.055555556,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,0,0,0,1,MX,NA,7,>2000,1361,1361,Latin America,Latin America,Latin America,0,0,35,MX,MX,7,7,6,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,1,0,0,0,0,1,AU,409,11,0-500,192,409,Oceania,Oceania,Oceania,0.071428571,0.085714286,14,AU,AU,3,11,10,13,27.32,1.3,2.732,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1997,1,1,1,1,1,0,PE,2001,1,>2000,2001,2001,Latin America,Latin America,Latin America,0,0,16,PE,PE,7,7,25,2,0,0.08,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2010,1,0,0,0,0,1,BR,429,4,0-500,NA,497,Latin America,Latin America,Latin America,0,0,10,BR,BR,4,4,12,1,0,0.083333333,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,0,0,0,0,0,1,BR,NA,6,>2000,901,901,Latin America,Latin America,Latin America,0.166666667,0,6,BR,BR,3,3,10,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2008,0,0,0,0,0,1,PL,NA,6,>2000,NA,NA,Europe,Europe,Europe,0.076923077,0,13,PL,PL,6,1,14,20,0,1.428571429,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1997,0,0,0,0,0,1,US,989,4,500-1000,21,11,North America,North America,North America,0,0,14,US,US,6,4,25,2,7.7,0.08,0.308,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2006,0,0,0,0,0,1,NG,NA,5,>2000,2001,NA,Africa,Africa,Africa,0,0,9,NG,NG,5,5,16,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,0,0,0,0,0,1,DE,339,8,0-500,NA,NA,Europe,Europe,Europe,0.3,2.51,10,DE,DE,5,7,2,3,14.6,1.5,7.3,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,1,0,0,1,1,0,BR,710,3,500-1000,1750,710,Latin America,Latin America,Latin America,0,0,19,BR,BR,3,3,12,3,0,0.25,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2019,1,0,0,0,0,1,PY,NA,1,>2000,2001,178,Latin America,Europe,Latin America,0.5,0,8,PY,FR,6,3,3,2,0,0.666666667,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,EG,NA,7,>2000,611,540,Africa,Africa,Africa,0,0,19,EG,EG,6,7,6,1,0,0.166666667,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1998,0,0,0,0,0,1,SE,112,6,0-500,129,129,Asia,Asia,Europe,0,0,13,CN,CN,8,8,24,6,15.6,0.25,0.65,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,0,0,1,DK,NA,6,>2000,959,42,Europe,Europe,Europe,0.125,0.11875,16,DK,DK,6,4,5,1,0,0.2,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,1,0,0,0,0,1,GB,NA,4,>2000,379,74,Europe,Europe,Europe,0,0,10,GB,GB,6,6,7,1,3.7,0.142857143,0.528571429,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,1,1,1,1,1,0,CH,109,3,0-500,109,109,Europe,Europe,Europe,0.1,0.26,10,CH,CH,3,3,2,7,16.1,3.5,8.05,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2015,0,0,0,0,0,1,IN,2001,8,>2000,NA,1140,Asia,Asia,Asia,0,0,6,IN,IN,8,8,7,5,24.9,0.714285714,3.557142857,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,PT,1066,6,1000-1500,525,1281,Europe,Europe,Europe,0.56,0.388,25,PT,PT,6,6,5,4,2.8,0.8,0.56,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,US,45,4,0-500,73,167,North America,North America,North America,0,0,12,US,US,4,1,5,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,1,0,0,1,1,0,PT,525,7,500-1000,247,525,Europe,Europe,Europe,0,0,22,PT,PT,7,7,11,6,0,0.545454545,0,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2012,0,0,1,0,1,0,BD,807,8,500-1000,807,230,Asia,North America,Asia,0,0,5,BD,US,8,8,10,8,50.7,0.8,5.07,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2019,0,0,0,0,0,1,IN,2001,7,>2000,1361,148,Asia,North America,Asia,0,0,11,IN,US,7,6,3,5,19.5,1.666666667,6.5,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2005,0,1,1,1,1,0,KR,698,7,500-1000,698,698,Asia,Asia,Asia,0.071428571,0.157142857,14,KR,KR,7,7,17,118,145.95,6.941176471,8.585294118,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2009,0,0,0,0,0,1,ES,NA,7,>2000,770,1198,Europe,Europe,Europe,0.090909091,0.390909091,11,ES,ES,4,1,13,76,187.42,5.846153846,14.41692308,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2005,0,0,0,0,0,1,CA,18,4,0-500,429,18,North America,North America,North America,0.6,2.3,10,CA,CA,4,4,17,15,41.8,0.882352941,2.458823529,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,1,1,1,1,0,MX,1950,7,1500-2000,1950,1950,Latin America,Latin America,Latin America,0,0,8,MX,MX,7,2,9,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2020,0,0,0,0,0,1,PE,NA,7,>2000,2001,NA,Latin America,Latin America,Latin America,0,0,32,PE,PE,1,7,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,1,0,0,0,0,1,IE,215,7,0-500,29,29,Europe,Europe,Europe,0.333333333,0,9,CH,CH,8,8,8,16,89.9,2,11.2375,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,1,0,1,0,VN,889,6,500-1000,889,50,Asia,Europe,Asia,0,0,5,VN,BE,6,8,6,3,6.9,0.5,1.15,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2018,0,1,1,1,1,0,ES,1686,7,1500-2000,1686,1686,Europe,Europe,Europe,0,0,6,ES,ES,7,7,4,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
1982,1,0,0,0,0,1,PE,2001,6,>2000,2001,NA,Latin America,Europe,Latin America,NA,NA,.,PE,RU,4,6,40,11,1.6,0.275,0.04,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,0,1,1,0,US,1668,8,1500-2000,807,1668,Asia,North America,North America,0,0,7,BD,US,8,8,6,4,11.6,0.666666667,1.933333333,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
1996,1,0,1,0,1,0,KE,NA,4,>2000,NA,531,Africa,Europe,Africa,0,0,6,KE,DE,4,4,26,1,0,0.038461538,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2015,0,0,0,0,0,1,US,NA,1,>2000,2001,225,North America,North America,North America,0.235294118,1.170588235,17,US,US,8,4,7,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,0,0,0,0,0,1,GB,1013,4,1000-1500,452,452,Europe,Europe,Europe,1.25,7.09375,16,IT,IT,4,6,10,46,426.7,4.6,42.67,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,0,0,0,0,1,US,31,5,0-500,134,13,Europe,Europe,North America,0.2,0,10,GB,GB,6,6,9,9,64.8,1,7.2,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2000,1,0,0,0,0,1,TR,NA,8,>2000,NA,263,Asia,North America,Asia,0.071428571,0,14,TR,US,8,8,22,9,18.2,0.409090909,0.827272727,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2007,0,0,0,0,0,1,IN,NA,8,>2000,NA,1361,Asia,Asia,Asia,0,0,5,IN,IN,8,9,15,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2001,0,0,0,0,0,1,IN,2001,8,>2000,NA,NA,Asia,Asia,Asia,0,0,6,IN,IN,8,8,21,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,0,0,1,US,NA,4,>2000,89,NA,Asia,Asia,North America,0,0,11,CN,CN,7,6,5,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1998,1,0,0,0,0,1,QA,478,4,0-500,1301,93,Asia,Europe,Asia,0,0,28,IQ,GB,4,4,24,15,30,0.625,1.25,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,1,0,0,0,0,1,BR,1314,7,1000-1500,NA,901,Latin America,Latin America,Latin America,0,0,10,BR,BR,7,4,13,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,1,0,0,1,1,0,US,140,7,0-500,1549,140,Asia,North America,North America,0,0,8,IN,US,7,7,5,3,20.5,0.6,4.1,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
1998,1,0,0,1,1,0,TR,643,6,500-1000,NA,643,Asia,Asia,Asia,0,0,5,TR,TR,6,8,24,8,6.4,0.333333333,0.266666667,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2021,1,0,0,0,0,1,US,4,3,0-500,102,4,Asia,North America,North America,0.727272727,3.581818182,11,CN,US,8,4,1,3,35.2,3,35.2,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,GB,2001,11,>2000,953,89,Europe,Europe,Europe,0.090909091,0.118181818,11,GB,GB,11,11,7,3,3,0.428571429,0.428571429,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,1,0,0,0,0,1,DE,199,3,0-500,NA,NA,Europe,Europe,Europe,0,0,6,DE,DE,3,3,7,4,7.9,0.571428571,1.128571429,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,0,0,0,0,1,US,NA,6,>2000,826,304,Asia,North America,North America,0,0,14,IN,US,4,4,8,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,1,0,0,0,0,1,VN,889,8,500-1000,889,203,Asia,Asia,Asia,0,0,5,VN,TW,6,6,10,18,143.3,1.8,14.33,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,0,0,0,0,0,1,HK,583,6,500-1000,292,356,Asia,North America,Asia,0.111111111,1.1,18,KR,US,6,6,4,1,9.9,0.25,2.475,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2022,0,0,0,0,0,1,SE,51,7,0-500,NA,NA,Europe,Europe,Europe,0.181818182,0.545454545,11,FR,FR,6,4,0,0,0,NA,NA,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,1,1,1,1,0,BR,497,4,0-500,120,120,Latin America,Latin America,Latin America,0.666666667,0.008333333,12,BR,BR,4,4,8,20,0.2,2.5,0.025,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2021,0,0,0,0,0,1,US,19,7,0-500,140,643,North America,North America,North America,0.214285714,0.342857143,14,US,US,4,1,1,1,8.3,1,8.3,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,0,0,0,0,1,US,80,1,0-500,2001,1106,North America,North America,North America,0.117647059,0,34,US,US,6,6,15,7,0,0.466666667,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,0,0,0,0,0,1,US,225,7,0-500,2001,15,North America,North America,North America,0,0,25,US,US,6,7,20,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,0,0,1,IT,NA,6,>2000,966,966,Europe,Europe,Europe,0,0,7,IT,IT,6,6,5,22,104.7,4.4,20.94,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,1,0,0,0,0,1,CN,409,6,0-500,368,NA,Asia,Asia,Asia,1.842105263,7.531578947,19,CN,CN,7,4,7,37,248.6,5.285714286,35.51428571,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,1,0,0,0,0,1,GB,12,4,0-500,2001,463,Europe,Europe,Europe,0,0,10,GR,GB,3,3,2,2,0,1,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,1,0,0,0,0,1,US,136,7,0-500,759,98,Asia,North America,North America,0.083333333,0.4,12,IN,US,7,7,4,6,9.6,1.5,2.4,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,US,NA,4,>2000,105,105,North America,North America,North America,1.047619048,3.852380952,21,US,US,8,4,7,20,85.6,2.857142857,12.22857143,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2001,0,0,0,0,0,1,BR,2001,7,>2000,NA,333,Latin America,Europe,Latin America,0.181818182,0,11,BR,GB,6,6,21,186,302.8,8.857142857,14.41904762,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,0,0,0,0,0,1,IN,NA,7,>2000,NA,2001,Asia,Asia,Asia,0,0,6,IN,IN,7,7,11,38,14.2,3.454545455,1.290909091,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1998,0,0,0,0,0,1,GB,93,7,0-500,379,2001,Europe,Asia,Europe,0,0,14,GB,IQ,8,7,24,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
